,title,sentiment,kode_emiten,cleaned,description,published date,url,publisher,keywords,content,published_date,kode_emitten
321,"Tumbuh Pesat, BRI (BBRI) Salurkan Kredit Berkelanjutan Rp694,9 Triliun Sepanjang 2022",2.0,,tumbuh pesat bri bbri salur kredit lanjut rp triliun,,,,Bisnis,,,2023-02-09,BBRI
322,"BRI (BBRI) Tebar Dividen per Saham Rp288, Naik 65 Persen",2.0,,bri bbri tebar dividen saham rp persen,,,,Bisnis,,,2023-03-13,BBRI
323,"IHSG Dibuka Menguat, Saham BBRI, TLKM dan GOTO di Zona Hijau",2.0,,ihsg buka kuat saham bbri tlkm goto zona hijau,,,,Bisnis,,,2023-03-17,BBRI
324,"Punya 25 Juta Pengguna, BRI Catat Volume Transaksi BRImo Capai Rp 156,98 Triliun",2.0,,juta guna bri catat volume transaksi brimo capai rp triliun,,,,Kontan,,,2023-03-25,BBRI
325,Bos BRI Buka-Bukaan Soal Indikator Bank RI Tahan Krisis,1.0,,bos bri bukabukaan indikator bank ri tahan krisis,,,,CNBC Indonesia,,,2023-03-28,BBRI
326,"IHSG Mendaki Puncak Lagi, Saham BBCA, BBRI, dan BBNI Melaju Kencang",2.0,,ihsg daki puncak saham bbca bbri bbni laju kencang,,,,Bisnis,,,2023-03-30,BBRI
327,"BRI Buka 391 Cabang Buat Tukar Uang Lebaran, Cek Lokasinya",1.0,,bri buka cabang tukar uang lebaran cek lokasi,,,,CNBC Indonesia,,,2023-04-04,BBRI
328,"10 Saham Paling Banyak Diborong Asing 2023, BBRI hingga PTBA",2.0,,saham borong asing bbri ptba,,,,Bisnis,,,2023-04-09,BBRI
329,BRI Bidik Transaksi Kartu Uang Elektronik BRIZZI di Musim Mudik Lebaran 2023,1.0,,bri bidik transaksi kartu uang elektronik brizzi musim mudik lebaran,,,,Kontan,,,2023-04-20,BBRI
330,"IHSG Sesi I Rebound ke 6.829, Saham GOTO, BBRI dan BBCA Jadi Penopang",2.0,,ihsg sesi rebound saham goto bbri bbca topang,,,,Bisnis,,,2023-05-04,BBRI
331,"Kompak Turun, Harga Saham BRIS dan BBCA Merah di Perdagangan Bursa Kamis (11/5)",0.0,,kompak turun harga saham bris bbca merah dagang bursa kamis,,,,Kontan,,,2023-05-11,BBRI
332,"BBRI Hingga GOTO, Ini 10 Saham yang Diborong Asing Kemarin",2.0,,bbri goto saham borong asing kemarin,,,,CNBC Indonesia,,,2023-05-12,BBRI
333,"Indeks Bisnis-27 Dibuka Menguat, Saham ASII, BMRI, BBRI Paling Cuan",2.0,,indeks bisnis buka kuat saham asii bmri bbri cuan,,,,Bisnis,,,2023-05-19,BBRI
334,"IHSG Dibuka Menguat ke 6.686, Saham BBCA, BBRI dan ASII Hijau",2.0,,ihsg buka kuat saham bbca bbri asii hijau,,,,Bisnis,,,2023-05-19,BBRI
335,"Saham BRI (BBRI) All Time High, Kapitalisasi Pasar Rp826 Triliun",2.0,,saham bri bbri all time high kapitalisasi pasar rp triliun,,,,Bisnis,,,2023-05-22,BBRI
336,"IHSG Dibuka Melejit, Saham BBRI All Time High, GOTO Tebar Cuan",2.0,,ihsg buka lejit saham bbri all time high goto tebar cuan,,,,Bisnis,,,2023-05-23,BBRI
337,"IHSG Sesi I Melemah Tipis ke 6.703, Saham BBRI, BBCA dan SAGE Paling Laris",2.0,,ihsg sesi lemah tipis saham bbri bbca sage laris,,,,Bisnis,,,2023-05-26,BBRI
338,"IHSG Naik Jelang Rilis Data Inflasi, Saham BBRI-GOTO Menguat",2.0,,ihsg jelang rilis data inflasi saham bbrigoto kuat,,,,Bisnis,,,2023-07-03,BBRI
339,"IHSG Hari Ini Rawan Koreksi, Cek Rekomendasi ADRO, BBRI, INDF & MAPI",1.0,,ihsg rawan koreksi cek rekomendasi adro bbri indf papi,,,,Bisnis,,,2023-07-03,BBRI
340,"IHSG Sesi I Menguat ke 6.705, Saham GJTL, BBRI dan BMRI Paling Laris",2.0,,ihsg sesi kuat saham gjtl bbri bmri laris,,,,Bisnis,,,2023-07-05,BBRI
341,"Volume Transaksi Digital BRI (BBRI) Melesat 76,2 Persen",2.0,,volume transaksi digital bri bbri melesat persen,,,,Bisnis,,,2023-07-17,BBRI
342,"Indeks Bisnis-27 Dibuka Menguat, Saham BBRI, MAPI dan INKP Paling Cuan",2.0,,indeks bisnis buka kuat saham bbri papi inkp cuan,,,,Bisnis,,,2023-07-18,BBRI
343,"Jokowi Wajibkan Eksportir Parkir DHE, BRI dan BCA Ungkap Keuntungannya",1.0,,jokowi wajib eksportir parkir dhe bri bca untung,,,,Bisnis,,,2023-07-18,BBRI
344,"Emas Hingga G-Lab, Investasi Real Asset Nasabah Prioritas BRI",1.0,,emas glab investasi real asset nasabah prioritas bri,,,,CNBC Indonesia,,,2023-07-26,BBRI
345,Simak Cara BRI-Pegadaian Manjakan Nasabah Prioritas,1.0,,simak bripegadaian manja nasabah prioritas,,,,CNBC Indonesia,,,2023-07-26,BBRI
346,"Kinerja Solid, BRI Jadi Bank Terbesar di Indonesia Versi Fortune Indonesia 100",1.0,,kinerja solid bri bank besar indonesia versi fortune indonesia,,,,Kontan,,,2023-08-13,BBRI
347,"Cara Mengambil Uang di ATM BCA, BNI, BRI, dan Mandiri dengan Benar",1.0,,ambil uang atm bca bni bri mandiri,,,,Kontan,,,2023-08-18,BBRI
348,"IHSG Dibuka Naik ke 6.871, Saham BBCA, BBRI & ACES Paling Laris",2.0,,ihsg buka saham bbca bbri aces laris,,,,Bisnis,,,2023-08-22,BBRI
349,"Intip Rekomendasi Saham BMRI, BBRI, BBCA, dan BBNI di Tengah Rencana Pengaturan Dividen",2.0,,intip rekomendasi saham bmri bbri bbca bbni tengah rencana atur dividen,,,,Bisnis,,,2023-08-23,BBRI
350,"IHSG Makin Dekat ke 7.000, Investor Buru Saham BBRI, BBCA & TLKM",2.0,,ihsg investor buru saham bbri bbca tlkm,,,,Bisnis,,,2023-08-30,BBRI
351,"IHSG Diprediksi Lanjut Menguat, Cermati Saham BBRI, PTBA, RALS & WIIM",2.0,,ihsg prediksi kuat cermat saham bbri ptba rals wiim,,,,Bisnis,,,2023-09-05,BBRI
352,"Dirut BRI Tegaskan Posisi BRI di AIPF, Dukung Perekonomian Indonesia",1.0,,dirut bri tegas posisi bri aipf dukung ekonomi indonesia,,,,Bisnis,,,2023-09-07,BBRI
353,"Gerak BRI, Mandiri, Hingga HSBC Dukung Net-Zero Emission di Tanah Air Jelang Lahirnya Bursa Karbon",1.0,,gerak bri mandiri hsbc dukung netzero emission tanah air jelang lahir bursa karbon,,,,Bisnis,,,2023-09-10,BBRI
354,"BCA, BRI dan Mandiri masuk jajaran sepuluh bank terbesar di Asia Tenggara",1.0,,bca bri mandiri jajar puluh bank besar asia tenggara,,,,Kontan,,,2019-04-25,BBRI
355,"Ini jadwal layanan operasional BCA, Bank Mandiri, BRI dan BNI saat libur Lebaran",1.0,,jadwal layan operasional bca bank mandiri bri bni libur lebaran,,,,Kontan,,,2019-06-01,BBRI
356,"IHSG Melemah, Asing Net Sell di Pasar Reguler, Jual BBRI Borong BBCA",0.0,,ihsg lemah asing net sell pasar reguler jual bbri borong bbca,,,,Kontan,,,2020-07-20,BBRI
357,"Kurs Jual Beli Dolar AS di Bank Mandiri dan BRI, 11 Agustus 2020",1.0,,kurs jual beli dolar as bank mandiri bri agustus,,,,Bisnis,,,2020-08-11,BBRI
358,"Gandeng BRI, BFI Finance garap kredit kendaraan dengan limit fasilitas Rp 1 triliun",2.0,,gandeng bri bfi finance garap kredit kendara limit fasilitas rp triliun,,,,Kontan,,,2020-08-26,BBRI
359,Sederet Siasat Bos BRI Insurance Lalui Badai Pandemi Covid-19,1.0,,deret siasat bos bri insurance lalui badai pandemi covid,,,,CNBC Indonesia,,,2020-10-21,BBRI
360,"Cara Daftar UMKM Online, Cek Bantuan Rp 2,4 Juta di eForm BRI",1.0,,daftar umkm online cek bantu rp juta eform bri,,,,CNBC Indonesia,,,2020-10-21,BBRI
361,Konkret! Ini Sederet Langkah BRI dalam Pulihkan UMKM,1.0,,konkret deret langkah bri pulih umkm,,,,CNBC Indonesia,,,2020-10-30,BBRI
362,"BRI Syariah ubah susunan komisaris, ini dewan pengurus barunya",1.0,,bri syariah ubah susun komisaris dewan urus baru,,,,Kontan,,,2020-11-05,BBRI
363,Emiten bank dengan kode saham BBRI akan bikin holding bareng PNM dan Pegadaian,2.0,,emiten bank kode saham bbri bikin holding bareng pnm pegadaian,,,,Kontan,,,2020-11-13,BBRI
364,"Bukan BCA, BRI atau HMSP Pemilik Saham Terbanyak, tapi FREN",1.0,,bca bri hmsp milik saham fren,,,,CNBC Indonesia,,,2020-11-25,BBRI
365,BRI Agro gandeng Restock untuk penyaluran kredit melalui platform digital,2.0,,bri agro gandeng restock penyaluran kredit platform digital,,,,Kontan,,,2020-11-26,BBRI
366,"Ada PPKM Jawa-Bali, BRI Ubah Jam Operasional",1.0,,ppkm jawabali bri ubah jam operasional,,,,CNBC Indonesia,,,2021-01-11,BBRI
367,"BRI Rombak 4 Direksi, Nasabah Kresna Life Stres & Depresi",1.0,,bri rombak direksi nasabah kresna life stres depresi,,,,CNBC Indonesia,,,2021-01-22,BBRI
368,Generasi Muda di Direksi BRI Bawa Spirit Perubahan,1.0,,generasi muda direksi bri bawa spirit ubah,,,,CNBC Indonesia,,,2021-01-22,BBRI
369,Market Cap Bank Mandiri Meroket! BCA & BRI Kokoh di Puncak,1.0,,parket cap bank mandiri roket bca bri kokoh puncak,,,,CNBC Indonesia,,,2021-01-25,BBRI
370,BRI imbau nasabah segera ganti ATM strip magnetik dengan kartu chip,1.0,,bri imbau nasabah ganti atm strip magnetik kartu chip,,,,Kontan,,,2021-02-26,BBRI
371,"Dear Nasabah, Segera Ganti Kartu ATM Anda. Ini Jadwal Pemblokiran dari Bank Mandiri, BRI, BCA dan BNI",1.0,,dear nasabah ganti kartu atm jadwal blokir bank mandiri bri bca bni,,,,Bisnis,,,2021-03-29,BBRI
372,"Dana yang dihimpun BRI lewat agen BRILink capai Rp 13,2 triliun hingga April 2021",2.0,,dana dihimpun bri agen brilink capai rp triliun april,,,,Kontan,,,2021-05-16,BBRI
373,"Jadi Perusahaan Paling Bernilai, BRI Libas Mandiri & BCA Cs",1.0,,usaha nilai bri libas mandiri bca cs,,,,CNBC Indonesia,,,2021-05-18,BBRI
374,Fixed! BRI Konfirmasi Pengenaan Tarif Cek Saldo dan Tarik Tunai ATM Link Batal,1.0,,fixed bri konfirmasi kena tarif cek saldo tarik tunai atm link batal,,,,Bisnis,,,2021-06-15,BBRI
375,Mampukah Holding Ultra Mikro Dongkrak Harga Saham BRI (BBRI)?,2.0,,holding ultra mikro dongkrak harga saham bri bbri,,,,Bisnis,,,2021-07-02,BBRI
376,"Cara Mudah Cairkan BPUM di BRI, Cek eform.bri.co.id/bpum",1.0,,mudah cair bpum bri cek eformbricoidbpum,,,,CNBC Indonesia,,,2021-07-21,BBRI
377,"Rights Issue, BBRI Targetkan Raih Dana Tunai Rp 41,5 T",1.0,,rights issue bbri target raih dana tunai rp,,,,CNBC Indonesia,,,2021-07-26,BBRI
378,"Dorong UMKM Bangkit, BRI Gandeng Narasi dan Kitabisa.com Selenggarakan Program Donasi “Bisa Borong UMKM”",2.0,,dorong umkm bangkit bri gandeng narasi kitabisacom selenggara program donasi “bisa borong umkm”,,,,Bisnis,,,2021-08-24,BBRI
379,BRI Kembali Dipercaya Layani Kebutuhan Keuangan Pegawai BKN,1.0,,bri percaya layan butuh uang pegawai bkn,,,,CNBC Indonesia,,,2021-08-31,BBRI
380,BRI Pakai 70% Hasil Rights Issue untuk Pembiayaan UMKM,1.0,,bri pakai hasil rights issue biaya umkm,,,,CNBC Indonesia,,,2021-09-10,BBRI
381,Teller BRI Dumai Bobol Rekening Nasabah,1.0,,teller bri dumai bobol rekening nasabah,,,,Bisnis,,,2021-09-22,BBRI
382,BRI Gandeng Peruri Digital Security Perkuat Digitalisasi,2.0,,bri gandeng uri digital security kuat digitalisasi,,,,CNBC Indonesia,,,2021-09-24,BBRI
383,"BRI Cetak Sejarah, Ini Deretan Rights Issue Jumbo di Bursa!",1.0,,bri cetak sejarah deret rights issue jumbo bursa,,,,CNBC Indonesia,,,2021-09-28,BBRI
384,BRI Konsisten Edukasi Nasabah & Jaga Keamanan Data,1.0,,bri konsisten edukasi nasabah jaga aman data,,,,CNBC Indonesia,,,2021-09-30,BBRI
385,"Simak! Ini Syarat Dapat KUR di BRI, Bank Mandiri & BNI",1.0,,simak syarat kur bri bank mandiri bni,,,,CNBC Indonesia,,,2021-10-02,BBRI
386,"Asing Borong Saham KLBF-BMRI, Ambil Untung di BBRI-ADRO",2.0,,asing borong saham klbfbmri ambil untung bbriadro,,,,CNBC Indonesia,,,2021-11-04,BBRI
387,Ini Dia Daftar 5 Bank Terbesar di Indonesia! Dari BRI hingga CIMB Niaga,1.0,,daftar bank besar indonesia bri cimb niaga,,,,Bisnis,,,2021-11-09,BBRI
388,BRI Perkuat Layanan Global Banking Solution Melalui Jaringan SWIFT MT101,2.0,,bri kuat layan global banking solution jaring swift mt,,,,Bisnis,,,2021-11-11,BBRI
389,"Kurs Jual Beli Dolar AS di BCA dan BRI, Jumat 12 November 2021",1.0,,kurs jual beli dolar as bca bri jumat november,,,,Bisnis,,,2021-11-12,BBRI
390,"PPKM Lebih Longgar, BRI Sesuaikan Jam Layanan Operasional",1.0,,ppkm longgar bri sesuai jam layan operasional,,,,Bisnis,,,2021-11-19,BBRI
391,"BRI Pegang 67.4% Pangsa Pasar Kredit UMKM Nasional, Optimisme 2022 UMKM Tumbuh Lebih Baik",2.0,,bri pegang pangsa pasar kredit umkm nasional optimisme umkm tumbuh,,,,Bisnis,,,2021-11-30,BBRI
392,BRI Targetkan Pembuatan OVO U Card Tembus Sejuta Hingga 2022,1.0,,bri target buat ovo card tembus juta,,,,CNBC Indonesia,,,2021-12-04,BBRI
393,Simak Layanan Operasional BRI (BBRI) Selama Periode Nataru,1.0,,simak layan operasional bri bbri periode nataru,,,,Bisnis,,,2021-12-24,BBRI
394,"BRI Siap Terapkan BI-Fast di BRImo, Ini Manfaat yang Didapat Nasabah",1.0,,bri terap bifast brimo manfaat nasabah,,,,Bisnis,,,2021-12-24,BBRI
395,Pemerintah Alihkan Saham Bank Mandiri dan BRI Senilai Total Rp45 Triliun,2.0,,perin alih saham bank mandiri bri nila total rp triliun,,,,Bisnis,,,2021-12-26,BBRI
396,"Berbagi Kasih di Hari Natal & Tahun Baru 2022, BRI Salurkan Sembako di 5 Wilayah Indonesia",1.0,,bagi kasih natal tahun bri salur sembako wilayah indonesia,,,,Bisnis,,,2022-01-03,BBRI
397,"Adu Kinerja BRI (BBRI), BCA (BBCA), BNI (BBNI), dan Mandiri (BMRI), Siapa Juara?",1.0,,adu kinerja bri bbri bca bbca bni bbni mandiri bmri juara,,,,Bisnis,,,2022-02-03,BBRI
398,"Memberi Makna Indonesia, BRI Cetak Laba Rp. 32,22 triliun",2.0,,makna indonesia bri cetak laba rp triliun,,,,Kontan,,,2022-02-04,BBRI
399,"Antara BRI (BBRI), Mandiri (BMRI), BNI (BBNI), dan BTN (BBTN), Siapa Paling Jago Cari Cuan?",1.0,,bri bbri mandiri bmri bni bbni btn bbtn jago cari cuan,,,,Bisnis,,,2022-02-16,BBRI
400,BRI (BBRI) Target Jangkau 45 Juta Pelaku Ultra Mikro pada 2024,1.0,,bri bbri target jangkau juta pelaku ultra mikro,,,,Bisnis,,,2022-02-18,BBRI
401,"BRI Bagi Dividen Jumbo Rp 26,4 T atau 85% dari Laba 2021",2.0,,bri dividen jumbo rp laba,,,,CNBC Indonesia,,,2022-03-01,BBRI
402,"BRI Sumbang Dividen ke Negara Rp 14,045 T dari Laba 2021",2.0,,bri sumbang dividen negara rp laba,,,,CNBC Indonesia,,,2022-03-01,BBRI
403,"BRIGHTS, Aplikasi Online Trading Terlengkap dari BRI Group",1.0,,brights aplikasi online trading lengkap bri group,,,,Kontan,,,2022-03-06,BBRI
404,"Secuil Cerita Mantri BRI, Dari Punya Nasabah Mantan Napi Sampai Survei ke Luar Jawa",1.0,,cuil cerita mantri bri nasabah mantan napi survei jawa,,,,Kontan,,,2022-03-18,BBRI
405,"Ini Pesan Erick Thohir Buat Bos BRI, Mandiri, BCA & BNI",1.0,,pesan erick thohir bos bri mandiri bca bni,,,,CNBC Indonesia,,,2022-03-22,BBRI
406,2 Cara Transfer DANA ke BCA dan BRI dengan Mudah,1.0,,transfer dana bca bri mudah,,,,Kontan,,,2022-03-22,BBRI
407,BRI Setor Rp 14 Triliun Dividen Ke Kas Negara,2.0,,bri setor rp triliun dividen kas negara,,,,CNBC Indonesia,,,2022-04-01,BBRI
408,"BRI Usulkan Rp 4 Triliun Dana PKBL BUMN Diberikan ke PNM, Ini Alasannya",2.0,,bri usul rp triliun dana pkbl bumn pnm alas,,,,Kontan,,,2022-04-04,BBRI
409,"Jelang Lebaran, Catat Lokasi Penukaran Uang Baru di BRI",1.0,,jelang lebaran catat lokasi tukar uang bri,,,,Bisnis,,,2022-04-20,BBRI
410,"Tetap Hemat dan Nyaman, Ini Tips Mudik dan Lebaran ala BRI",1.0,,hemat nyaman tips mudik lebaran ala bri,,,,CNBC Indonesia,,,2022-04-29,BBRI
411,"Laba Meroket, 2022 Pemegang Saham BRI Bisa Kenyang Dividen",2.0,,laba roket pegang saham bri kenyang dividen,,,,CNBC Indonesia,,,2022-05-16,BBRI
412,Bos BRI Life Beberkan Strategi Hindari Klaim Asuransi Gagal Bayar,1.0,,bos bri life kan strategi hindar klaim asuransi gagal bayar,,,,Bisnis,,,2022-05-25,BBRI
413,"Bunga 6%-7%, Begini Cara Dapat KUR dari BRI Hingga BCA",1.0,,bunga kur bri bca,,,,CNBC Indonesia,,,2022-06-07,BBRI
414,"Viral Video Rekening Nasabah Dibobol, Ini Respons BRI (BBRI)",1.0,,viral video rekening nasabah bobol respons bri bbri,,,,Bisnis,,,2022-06-09,BBRI
415,"Pakai BRImo, Nasabah Loyal BRI Ini Raih Mobil Listrik Premium",1.0,,pakai brimo nasabah loyal bri raih mobil listrik premium,,,,CNBC Indonesia,,,2022-06-17,BBRI
416,"Ini Deretan Aksi Korporasi BRI (BBRI), dari Konsolidasi BSI hingga Terbitkan Green Bond",1.0,,deret aksi korporasi bri bbri konsolidasi bsi terbit green bond,,,,Bisnis,,,2022-07-01,BBRI
417,"Top! Pembiayaan Hijau BRI Tembus Rp 71,5 T",2.0,,top biaya hijau bri tembus rp,,,,CNBC Indonesia,,,2022-07-01,BBRI
418,"Survei Populix: m-Banking BCA dan BRI Dominasi Pasar, Siapa Menyusul?",1.0,,survei populix mbanking bca bri dominasi pasar susul,,,,Bisnis,,,2022-07-06,BBRI
419,Pembiayaan BRI ke Sektor Berkelanjutan Capai Rp 639 T,2.0,,biaya bri sektor lanjut capai rp,,,,CNBC Indonesia,,,2022-07-22,BBRI
420,"Bank BRI (BBRI) Raup Laba Bersih Rp 24,79 Triliun pada Semester I, Melesat 98,7%",2.0,,bank bri bbri raup laba bersih rp triliun semester melesat,,,,Kontan,,,2022-07-27,BBRI
421,"Kuat Terapkan ESG, Kredit Berkelanjutan BRI Tembus Rp 657,1 T",2.0,,kuat terap esg kredit lanjut bri tembus rp,,,,CNBC Indonesia,,,2022-08-06,BBRI
422,BRI Konsisten Perkuat ESG Lewat Program Menanam Pohon,2.0,,bri konsisten kuat esg program tanam pohon,,,,CNBC Indonesia,,,2022-08-23,BBRI
423,Top! BRI Borong 8 Penghargaan di Ajang Internasional,2.0,,top bri borong harga ajang internasional,,,,CNBC Indonesia,,,2022-08-24,BBRI
424,"Kredit BRI (BBRI) Tumbuh 9,39 Persen per Juli 2022, Ini Sektor yang Moncer",2.0,,kredit bri bbri tumbuh persen juli sektor moncer,,,,Bisnis,,,2022-08-25,BBRI
425,"Tumbuh Hampir Dua Kali Lipat, Ini Satu Sumber Laba BRI (BBRI)",2.0,,tumbuh lipat sumber laba bri bbri,,,,Bisnis,,,2022-09-08,BBRI
426,"BRI (BBRI) Tebar Pinjaman Sindikasi Rp13,2 Triliun Per Juli 2022, 4 Sektor Penerima Terbesar",2.0,,bri bbri tebar pinjam sindikasi rp triliun juli sektor terima besar,,,,Bisnis,,,2022-09-12,BBRI
427,Direktur Utama BRI Sunarso Janjikan Laba di Atas Rp 40 Triliun pada 2022,2.0,,direktur utama bri sunarso janji laba rp triliun,,,,Kontan,,,2022-09-14,BBRI
428,Arkora Hydro (ARKO) Tunjuk Bos BRI Ventures Nicko Widjaja Jadi Komisaris,1.0,,arkora hydro arko bos bri ventures nicko widjaja komisaris,,,,Bisnis,,,2022-09-23,BBRI
429,"Mudahkan Investasi, BRI Hadirkan Fitur Pembelian SBN di BRImo",1.0,,mudah investasi bri hadir fitur beli sbn brimo,,,,CNBC Indonesia,,,2022-09-26,BBRI
430,"BRI Group Buka Lowongan Kerja, Simak Syarat dan Cara Daftarnya!",1.0,,bri group buka lowong simak syarat daftar,,,,Bisnis,,,2022-10-06,BBRI
431,"Capaian Laba BBRI, BBCA, dan BMRI, Siapa Tertinggi?",2.0,,capai laba bbri bbca bmri tinggi,,,,Bisnis,,,2022-10-12,BBRI
432,"IHSG Diprediksi Menguat, Cek Rekomendasi Saham BBRI, BFIN, BIRD",2.0,,ihsg prediksi kuat cek rekomendasi saham bbri bfin bird,,,,Bisnis,,,2022-11-11,BBRI
433,Polri Bongkar Modus Penipuan Berkedok Perubahan Tarif Transfer BRI,1.0,,polri bongkar modus tipu kedok ubah tarif transfer bri,,,,Bisnis,,,2022-11-23,BBRI
434,"Berkat Pemberdayaan UMKM, BRI Sabet 2 BI Awards 2022",1.0,,berkat daya umkm bri sabet bi awards,,,,CNBC Indonesia,,,2022-12-04,BBRI
435,"Saham BRI Diborong Asing, Tanda Window Dressing Akan Datang?",2.0,,saham bri borong asing tanda window dressing,,,,CNBC Indonesia,,,2022-12-14,BBRI
436,"Guyur Pemegang Saham Hingga Rp 8 T, Transaksi BBRI Teraktif!",2.0,,guyur pegang saham rp transaksi bbri aktif,,,,CNBC Indonesia,,,2023-01-04,BBRI
437,Bos BRI Life hingga Generali Blak-blakan Prospek Asuransi Jiwa 2023,1.0,,bos bri life generali blakblakan prospek asuransi jiwa,,,,Bisnis,,,2023-01-06,BBRI
438,"Ada Dua Direksi BRI Serok Saham BBRI Dengan Total Nilai Rp461,7 Juta",2.0,,direksi bri serok saham bbri total nilai rp juta,,,,Bisnis,,,2023-01-11,BBRI
439,Ini Tips Amankan Mobile Banking BRImo Saat HP Hilang Agar Saldo Tetap Aman,1.0,,tips aman mobile banking brimo hp hilang saldo aman,,,,Kontan,,,2023-01-13,BBRI
440,BRI Dukung Polri Ungkap Pembuat & Penyebar APK Palsu,1.0,,bri dukung polri buat penyebar apk palsu,,,,CNBC Indonesia,,,2023-01-20,BBRI
441,"Intip Lompatan Bunga Deposito BCA, BRI, Mandiri dan BNI Setelah BI7DRR Naik di Tahun Kelinci Air",1.0,,intip lompat bunga deposito bca bri mandiri bni bidrr tahun kelinci air,,,,Bisnis,,,2023-01-23,BBRI
442,"IHSG Ditutup Menguat ke 6.862 Jelang Pengumuman The Fed, BBRI dan GOTO Hijau",2.0,,ihsg tutup kuat jelang umum the fed bbri goto hijau,,,,Bisnis,,,2023-02-01,BBRI
443,"Sedikit Lagi IHSG Balik ke 7.000 Berkat Ditopang BBCA, GOTO dan BBRI",2.0,,ihsg berkat topang bbca goto bbri,,,,Bisnis,,,2023-02-07,BBRI
444,"Simak Target Bisnis BRI di 2023, Kredit Diproyeksikan Naik 10% hingga 12%",1.0,,simak target bisnis bri kredit proyeksi,,,,Kontan,,,2023-02-08,BBRI
445,"Penyaluran Kredit BRI Naik Menjadi Rp 1.139,08 Triliun pada Akhir 2022",2.0,,penyaluran kredit bri rp triliun,,,,Kontan,,,2023-02-09,BBRI
446,"Laba BRI (BBRI) Rp51,4 triliun, Gaji dan Bonus Direksi Melejit!",2.0,,laba bri bbri rp triliun gaji bonus direksi lejit,,,,Bisnis,,,2023-03-06,BBRI
447,"10 Saham Ini Diam-Diam Diborong Asing, BBRI Paling Gede",2.0,,saham diamdiam borong asing bbri gede,,,,CNBC Indonesia,,,2023-03-08,BBRI
448,BRI Bidik Jumlah Nasabah Wealth Management Tumbuh Double Digit pada Tahun 2023,1.0,,bri bidik nasabah wealth management tumbuh double digit tahun,,,,Kontan,,,2023-03-09,BBRI
449,"Bank Rakyat Indonesia (BBRI) Siapkan Dana Rp 1,5 Triliun untuk Buyback Saham",2.0,,bank rakyat indonesia bbri siap dana rp triliun buyback saham,,,,Kontan,,,2023-03-13,BBRI
450,"BRI (BBRI) Setor Dividen Rp23,15 Triliun ke Pemerintah Indonesia",2.0,,bri bbri setor dividen rp triliun perin indonesia,,,,Bisnis,,,2023-03-13,BBRI
451,"BRI Mau Buyback Saham Rp 1,5 Triliun!",2.0,,bri buyback saham rp triliun,,,,CNBC Indonesia,,,2023-03-13,BBRI
452,"Top! Bagi Dividen Rp 43,49 T, BRI Setor ke Kas Negara Segini",2.0,,top dividen rp bri setor kas negara segini,,,,CNBC Indonesia,,,2023-03-13,BBRI
453,Simak Ini 4 Poin Penting Hasil RUPST Bank BRI,1.0,,simak poin hasil rupst bank bri,,,,CNBC Indonesia,,,2023-03-17,BBRI
454,"Bank Kakap BBCA, BBRI, BMRI dkk Tebar THR Dividen 2023 Triliunan, Catat Jadwal Cum Date",2.0,,bank kakap bbca bbri bmri dkk tebar thr dividen triliun catat jadwal cum date,,,,Bisnis,,,2023-03-20,BBRI
455,"Mandiri, BRI, dan BNI Bakal Kelola Dana Pungutan Batu Bara Rp137,6 Trilliun",2.0,,mandiri bri bni kelola dana pungutan batu bara rp trilliun,,,,Bisnis,,,2023-03-20,BBRI
456,"Genjot Target Kredit UMKM, Ini Strategi Ala BRI (BBRI) dan Maybank Indonesia (BNII)",1.0,,genjot target kredit umkm strategi ala bri bbri maybank indonesia bnii,,,,Bisnis,,,2023-03-20,BBRI
457,"Dukung Digitalisasi Keuangan Daerah, BRI Kini Terkoneksi SIPD",1.0,,dukung digitalisasi uang daerah bri koneksi sipd,,,,CNBC Indonesia,,,2023-03-23,BBRI
458,"Krisis Bank Landa AS & Eropa! Karena Ini, BRI Yakin RI Aman",1.0,,krisis bank landa as eropa bri ri aman,,,,CNBC Indonesia,,,2023-03-28,BBRI
459,Terpopuler Hari Ini: Eximbank Ubah Model Bisnis dan Daftar Lokasi Penukaran Uang BRI,1.0,,populer eximbank ubah model bisnis daftar lokasi tukar uang bri,,,,Bisnis,,,2023-03-29,BBRI
460,"IHSG Hari Ini Bisa Menguat Terbatas, Cek Saham AISA, BBKP, BBRI & INDF",2.0,,ihsg kuat batas cek saham aisa bbkp bbri indf,,,,Bisnis,,,2023-04-03,BBRI
461,"Lengkap! Lokasi Penukaran Uang Baru di Bank Mandiri, BRI, BNI, BCA di Jabodetabek",1.0,,lengkap lokasi tukar uang bank mandiri bri bni bca jabodetabek,,,,Bisnis,,,2023-04-04,BBRI
462,"IHSG Sesi I Naik ke 6.823, Saham GOTO, BMRI dan BBRI Hijau",2.0,,ihsg sesi saham goto bmri bbri hijau,,,,Bisnis,,,2023-04-14,BBRI
463,"Capai Rekor Tertinggi, Saham BBRI Diprediksi Tembus Rp 6.200",2.0,,capai rekor tinggi saham bbri prediksi tembus rp,,,,CNBC Indonesia,,,2023-04-17,BBRI
464,"Bagian dari TJSL, Ini Program BRI Life di 2023, Ada Asuransi Gratis untuk Pemudik",1.0,,tjsl program bri life asuransi gratis mudik,,,,Kontan,,,2023-04-19,BBRI
